נאמען|וויקיס|גרויס
1748|159|3515
1744|158|3515
1806|171|3516
1785|161|3516
1874|175|3517
1820|172|3517
1790|168|3517
1795|166|3517
1787|165|3517
1749|161|3517
1741|159|3517
1607|148|3517
1836|175|3518
1858|170|3518
1833|169|3518
1765|161|3518
1828|168|3519
1782|162|3519
1774|162|3519
1770|165|3521
1757|163|3521
1763|159|3521
לי באי|141|3521
1923|191|3522
1752|159|3522
1903|198|3523
1911|197|3523
1593|142|3524
1857|176|3525
1601|150|3525
1590|142|3525
1902|198|3527
1898|181|3527
1606|152|3527
1647|147|3527
1796|164|3528
סלובקית|153|3530
1617|146|3530
1824|167|3531
1723|159|3531
1636|150|3531
1789|168|3532
1644|155|3532
1642|157|3533
1856|176|3534
1674|150|3534
1720|157|3535
1677|149|3535
1830|172|3536
1780|162|3536
1731|154|3536
1631|149|3536
1612|148|3536
1867|175|3537
1799|168|3537
1772|162|3537
1707|162|3537
1710|161|3537
1650|153|3537
1845|168|3538
1639|144|3538
1883|176|3539
1875|176|3539
1878|173|3539
1688|151|3539
1917|197|3540
1864|176|3540
1604|149|3540
1872|172|3541
1718|158|3541
1894|180|3542
1788|165|3542
1737|158|3542
1802|172|3543
1843|168|3543
1708|159|3544
1745|158|3544
1920|193|3545
1862|174|3545
1831|173|3545
מוצק|124|3545
1924|192|3546
1794|167|3546
1764|161|3546
1870|177|3547
1758|167|3547
1729|158|3549
1966|198|3550
1885|179|3550
קרחון יבשתי|130|3550
1916|191|3554
1861|174|3555
1957|197|3557
1851|171|3559
1610|151|3559
1919|194|3562
1913|193|3562
1887|175|3563
1031|131|3563
1859|172|3564
1759|163|3565
1762|163|3566
1724|160|3566
1792|166|3571
1876|171|3573
1618|148|3573
1775|166|3575
2013|207|3576
1766|160|3580
1444|139|3582
1653|149|3583
לומה|133|3586
1681|149|3589
1912|194|3590
1624|149|3591
1633|146|3593
1671|145|3593
1726|155|3594
1656|152|3597
מרץ|254|3599
1719|158|3600
1480|142|3600
1754|161|3602
1643|157|3602
M|137|3604
1713|159|3605
1942|198|3607
1598|144|3612
1989|198|3613
1696|155|3615
1669|154|3615
1915|193|3616
1805|170|3617
1838|168|3617
1846|174|3619
1692|152|3619
1682|149|3619
1895|182|3622
1684|148|3622
1687|150|3626
1825|174|3627
1641|147|3627
2008|210|3630
1714|158|3630
1891|180|3631
1798|164|3633
1678|149|3635
1821|172|3636
1584|147|3636
1693|152|3638
1786|160|3640
1625|148|3642
1424|139|3642
1595|145|3643
2012|207|3644
1907|196|3644
1791|168|3647
1645|150|3650
1888|178|3654
1680|150|3656
1839|168|3657
1635|147|3657
1801|176|3659
פודולסק|130|3659
1648|154|3660
1591|145|3663
1756|168|3664
1879|177|3668
1735|159|3668
1844|174|3670
1658|149|3670
2000|205|3672
N|138|3673
1832|173|3674
1812|170|3675
1755|161|3676
B|152|3678
יום שפת האם הבין-לאומי|137|3678
1623|148|3684
חואנג שיאנפאן|164|3686
1734|158|3686
סאפורו|126|3686
1877|174|3688
1853|173|3690
1679|149|3690
1826|169|3695
1899|186|3696
1815|174|3696
זמן אוניברסלי מתואם|140|3697
745|120|3701
1866|171|3702
1840|173|3706
1810|175|3710
1730|158|3714
1835|172|3717
1712|161|3717
1882|176|3718
1771|161|3719
1704|160|3719
1620|147|3719
1715|159|3720
1596|147|3720
1761|159|3722
1970|195|3724
1655|148|3726
1773|161|3727
1725|161|3729
1742|158|3737
2010|207|3738
פה|145|3738
1753|160|3739
1871|175|3743
1033|130|3743
דרום|156|3745
1837|172|3746
1978|196|3747
1616|156|3747
1628|147|3748
1814|173|3754
1592|146|3754
1818|168|3755
1622|154|3756
ארכיפלג|133|3756
1776|166|3763
1779|159|3764
ניאמיי|137|3764
1973|198|3775
1701|157|3776
1848|172|3785
ינואר|263|3786
1706|158|3788
1529|144|3790
מזג אוויר|143|3791
363|118|3792
טמילית|149|3805
1783|162|3810
פרנציום|144|3810
1816|168|3814
1897|181|3816
I|136|3828
1893|180|3829
לוגו (עיר)|124|3838
1863|173|3842
1661|150|3846
קואורדינטות גאוגרפיות|167|3849
אמריציום|133|3852
1637|145|3853
800|135|3853
1728|160|3854
1768|161|3856
1847|176|3860
אפרסק|143|3860
1901|200|3875
W|135|3875
1793|166|3876
L|136|3879
1890|181|3882
אסטטין|138|3888
1865|176|3890
מיקרונזיה (אזור)|117|3890
1609|147|3893
V|132|3897
2019|199|3902
1760|165|3911
Radio Studio 54 Network|136|3915
מפלגת העצמאות הפוארטוריקנית|118|3915
משקה|118|3926
1829|172|3931
1992|197|3933
1769|161|3938
1663|149|3938
1777|162|3940
שחקן|140|3945
712|119|3951
1320|133|3959
1751|160|3963
A|160|3964
לוקסמבורגית|119|3969
1886|174|3998
1813|172|4006
סן סלוודור|123|4017
1860|175|4020
סירה|123|4027
1523|143|4048
710|122|4048
טרביום|126|4059
1908|198|4063
1896|179|4070
2001|211|4073
1889|179|4074
1649|147|4074
צפון אוסטיה - אלניה|122|4075
1881|180|4086
אפיה (עיר)|119|4092
אנטומיה|161|4095
1905|195|4107
אזרים|117|4114
טבק (חומר גלם)|127|4124
ברווז|134|4147
ריבוע|141|4153
1387|135|4162
1900|193|4169
רתרפורדיום|133|4169
11 (מספר)|117|4174
ברזוויל|148|4179
כף יד|151|4191
ליברמוריום|121|4195
קוריום|130|4202
1459|139|4214
2014|202|4231
הים הקריבי|164|4238
P|138|4241
פלרוביום|121|4243
אפריקאנס|162|4257
אקטיניום|135|4267
מונטה אגילה|202|4269
8 (מספר)|148|4270
מנדלביום|127|4273
פרמיום|129|4285
2011|203|4286
בנגלור|133|4294
ויקטוריה (סיישל)|125|4297
בלמופן|123|4298
Q|134|4301
F|138|4303
לוטציום|132|4305
שנת אור|145|4307
1030|136|4317
פראיה|136|4320
מזרח|160|4322
ברקליום|129|4332
אוסמיום|141|4334
צנון|120|4347
13 (מספר)|115|4348
הכנסייה האמיתית של ישו|276|4368
2003|206|4375
מרכז אפריקה|120|4380
הרי אורל|123|4384
1969|199|4392
T|136|4398
1922|196|4413
שפות טורקיות|115|4414
K|136|4422
מוזיאון|138|4423
דורה|119|4423
משפחה (טקסונומיה)|129|4438
ג'פרי צ'וסר|130|4440
399|117|4444
1630|152|4455
עינב|161|4457
נג'מנה|136|4461
1666|151|4473
R|137|4476
אירופיום|135|4479
מפולת שלגים|115|4479
הימות הגדולות|135|4491
רומן|143|4498
איטרביום|127|4500
תוליום|125|4500
אבוג'ה|160|4504
2016|198|4509
חצי אי|135|4523
ממפיס|116|4527
1971|203|4528
ארביום|127|4541
רניום|136|4547
1972|195|4551
סמריום|129|4557
טלוגו|120|4560
רובידיום|143|4564
המאה ה-3|129|4575
Y|132|4579
פרסאודימיום|131|4587
שעה|139|4596
Z|134|4607
טרנטינו-אלטו אדיג'ה|118|4607
פורט מורסבי|124|4617
שם עצם|138|4622
פולינזיה הצרפתית|136|4635
יום השבת|227|4645
ואגאדוגו|137|4651
פרומתיום|131|4656
תרכובת|130|4664
1266|132|4672
סכין|148|4681
גאלית סקוטית|122|4684
1809|180|4704
דקר (עיר)|144|4709
דיספרוסיום|129|4711
ג'נגג'ואו|122|4720
אינגושטיה|118|4721
לשון (איבר)|151|4754
בזיליקטה|117|4758
פרובינציה|141|4762
סקסוניה התחתונה|140|4763
2018|199|4765
ויקיטקסט|118|4782
1249|134|4788
C|148|4790
שולחן|122|4794
J|137|4820
טטרית|121|4836
פועל (בלשנות)|148|4842
ארנבים|122|4846
בהימרו רמג'י אמבדקאר|130|4852
בישקק|153|4877
תחבורה|155|4885
בוא, כלב, בוא!|152|4894
1797|167|4902
מילווקי|120|4912
1750|164|4913
לורנציום|127|4919
קלווין|121|4921
מטאפיזיקה|116|4923
גרנדה (ספרד)|119|4924
רפאל אורוסקו מאסטרה|192|4928
1993|199|4961
סן-פייר ומיקלון|119|4961
בריום|148|4965
אמיליה-רומאניה|121|4966
נמל התעופה הבין-לאומי טן סון נהאט|163|4985
חאפז|117|4998
קונסקובולה|197|5015
סאו טומה (עיר)|124|5018
הולמיום|127|5023
גז|153|5026
אוזבקית|114|5031
המאה ה-2|130|5052
אבו נוואס|128|5117
מספר טבעי|143|5120
2015|203|5126
אומה|116|5139
המאה ה-4|128|5149
2023|161|5151
מסרו|131|5159
ז'אן-אוגוסט-דומיניק אנגר|119|5160
נגויה|131|5170
מסקט|135|5174
"מסת""ב"|139|5185
דילי|134|5202
לטאות|133|5212
חידקל|116|5212
הריאנה|119|5213
ים סין הדרומי|117|5220
ניהוניום|123|5221
715|122|5221
אות|133|5242
תעשייה|132|5251
2021|186|5271
ראש|147|5276
אורגניזם|146|5281
שושלת האן|117|5285
ויקימילון|131|5302
536|120|5307
פורט אוף ספיין|116|5309
אמריקה המרכזית|151|5310
מספר אטומי|131|5330
סקסוניה|145|5337
קרליה (רפובליקה)|121|5337
אוזאסקו|206|5339
תליום|136|5340
אוקיינוס הקרח הצפוני|199|5344
טמפרה (עיר)|129|5353
הים הצפוני|167|5377
פנדמיה|138|5384
פריטאון|134|5393
בסיס (כימיה)|115|5402
גרמניום|141|5403
הים האדריאטי|137|5406
ויינטיאן|146|5412
סיבורגיום|132|5420
חום (צבע)|119|5421
בנדר סרי בגוואן|131|5422
S|136|5426
סיביר|145|5431
וולגה|167|5433
אוקסיטנית|153|5449
פרוטקטיניום|130|5449
יאמוסוקרו|137|5460
איטריום|137|5461
פברואר|257|5464
כיסא|135|5467
הפניום|139|5486
גוואדלופ|140|5496
מנאמה|135|5497
נפטוניום|135|5514
X|130|5519
ים אזוב|118|5532
מוטורהד|134|5535
אנטננריבו|137|5540
פור לואי|131|5547
צ'ובשיה|117|5573
צסיום|144|5595
גינאה החדשה|122|5603
נאנג'ינג|116|5614
טנסין|115|5643
אנטימון|143|5645
יום רביעי|229|5650
מבבנה|126|5659
ראלי (קרוליינה הצפונית)|115|5663
רפובליקת קומי|116|5664
טושירו מיפונה|118|5672
יום חמישי|233|5689
1738|158|5702
מדעי החברה|127|5710
רודיום|137|5714
ניאוביום|141|5736
אברוצו|120|5740
ג'אווה|136|5748
אופה (עיר)|119|5752
פחם|120|5756
חבל הסאר|140|5759
ביסמרק (דקוטה הצפונית)|117|5761
הינדי|175|5762
קינגסטון|129|5769
סנטה פה|116|5770
נאודימיום|131|5772
ברטונית|120|5778
תאית (שפה)|132|5783
סן חוסה|124|5804
סקסוניה-אנהלט|134|5806
לנתן|136|5834
יבשת|226|5843
המאה ה-6|129|5854
הארארה|140|5858
ערפל|121|5862
בורנאו|118|5863
2020|192|5897
ביסמוט|143|5899
1685|156|5907
מוחמד אבן מוסא אל-ח'ואריזמי|136|5922
מזרח אירופה|130|5924
דושנבה|147|5926
לאו דזה|143|5942
רופא|135|5944
ארונאצ'ל פרדש|121|5955
טלור|138|5962
1 (מספר)|183|5969
הסן|153|5985
ציפורן (תבלין)|119|5987
אפור|119|5997
מגנט|120|6007
קסטיליה ולאון|116|6014
פנג'אבי|122|6020
ברמן (מדינה)|121|6021
מערב אירופה|129|6027
אינדוס|140|6031
קראקס|168|6033
הבשורה על-פי מתי|119|6050
10 (מספר)|144|6051
גוודלחרה (מקסיקו)|152|6064
שדר (עץ)|119|6069
ארגון (יסוד)|158|6072
כף רגל|126|6073
ריינלנד-פפאלץ|137|6075
קזחית|134|6080
ראג'סטאן|118|6089
פיימונטה|129|6095
נוזל|130|6103
צ'האטיסגאר|115|6114
אפונה|134|6117
הים השחור|200|6133
קיימברידג'|119|6141
מניטובה|128|6159
בסקין-רובינס|115|6165
המאה ה-5|128|6194
אינדיום|136|6199
טורפים|120|6200
קולומבו|127|6203
רואן|133|6205
פורט-או-פרנס|121|6218
מונטסראט|126|6220
גרנובל|121|6242
פולוניום|141|6252
מאלגה|118|6253
סגסוגת|115|6256
משוואה|120|6260
סקנדיום|142|6262
סיקים|120|6275
קופרניקיום|124|6276
מזרח אפריקה|120|6296
קארדיף|124|6363
2022|181|6366
בוג'ומבורה|136|6369
הרי הפירנאים|118|6373
נארוהיטו, קיסר יפן|182|6375
כפר|160|6376
סתיו|174|6388
מאה (זמן)|160|6388
קריפטון|146|6388
אנגקור ואט|120|6389
האנטילים ההולנדיים|115|6391
1996|201|6395
כווית (עיר)|139|6407
זירקוניום|138|6414
הרי הרוקי|138|6433
סופר|146|6442
ארד|123|6444
פלדיום|141|6447
אירידיום|142|6451
נגסאקי|119|6452
קליפורניום|131|6457
ויקטוריה (אוסטרליה)|115|6475
אומסק|115|6503
יוונית עתיקה|115|6516
קירגיזית|120|6517
כתום|130|6524
אשגבאט|153|6531
ח'רטום|146|6545
סוג (טקסונומיה)|126|6551
כלי נגינה|128|6558
גלאזגו|140|6559
אסלאמאבאד|160|6561
דרום-מזרח אסיה|134|6565
סרגוסה|125|6575
הוליווד|118|6584
פלטינה|150|6595
כרוב|129|6608
לה פאס|126|6623
שם תואר|122|6634
קאלידאסה|128|6635
ג'נג חה|133|6648
תוכנה|132|6652
מיניאפוליס|121|6659
הים האגאי|130|6680
מפלי ניאגרה|119|6683
נשיא|138|6705
בעלי פרחים|123|6731
יום ראשון|235|6737
1000|140|6744
מוסקוביום|121|6749
ספרינגפילד (אילינוי)|118|6749
פרוקי-רגליים|129|6753
הבה קמרגו|147|6758
שארלוט רמפלינג|123|6761
תורינגיה|136|6769
נסאו|118|6769
פלוטוניום|142|6785
רנטגניום|126|6794
לינוס טורבאלדס|117|6815
יום שלישי|231|6818
מדיין|126|6826
אלקטרוניקה|144|6857
מקדונית|134|6874
גואטמלה סיטי|125|6874
גנגס|153|6875
נקריים|120|6877
תפילת האדון|175|6885
שיפון (דגן)|125|6887
בעלי חוליות|141|6898
קמפניה|120|6899
חוקה|153|6931
הו צ'י מין|120|6949
קיגאלי|139|6950
שמיים|135|6953
נרתיק|144|6956
דרמשטאדטיום|127|6966
קיץ|183|7002
ג'איפור|115|7004
אי הנסיך אדוארד|114|7004
שפות סלאביות|138|7012
בריטניה הגדולה|151|7028
טהימפהו|143|7044
בולגרית|158|7064
פולקלור|122|7073
אסטונית|151|7081
פוליה|126|7084
פטיש|124|7088
מפרץ מקסיקו|115|7096
ברכייה|125|7101
חצי האי האיברי|130|7144
אלפבית פונטי בין-לאומי|152|7147
יאנגצה|144|7148
מיתרניים|145|7159
תקופת הברזל|145|7174
זרע (בוטניקה)|116|7182
אסטוריאס|119|7226
יער|181|7257
אוסטרליה (יבשת)|125|7257
מוזיאון ד'אורסה|119|7257
צומח|227|7266
קנברה|173|7267
מקלנבורג-מערב פומרניה|138|7267
אגם|183|7272
סטרונציום|144|7290
קלדוניה החדשה|145|7294
טלהסי|118|7305
אשלגן|161|7324
קברדינו-בלקריה|116|7329
12 (מספר)|118|7331
הקוטב הדרומי|132|7340
כולכיתיים|157|7341
אסאם|127|7356
לבנה (בנייה)|121|7358
1804|173|7366
הימאצ'ל פרדש|117|7366
ביבליה|256|7372
הים הכספי|181|7377
מוגדישו|141|7383
ססקצ'ואן|123|7400
שלד|123|7402
ז'ורז' פומפידו|129|7407
רובה (עיר)|174|7434
פשטו|120|7439
קו רוחב|120|7445
ויסבאדן|136|7464
ברך|120|7503
האי מאן|143|7508
ניקל|150|7511
האוקיינוס הדרומי|171|7512
רדון|145|7524
אייל הצפון|114|7534
ולינגטון (ניו זילנד)|155|7537
תוכאים|133|7569
29 בפברואר|192|7571
6 (מספר)|150|7572
קסנון|145|7584
הנגול|126|7598
אטימולוגיה|122|7622
שיווה|124|7635
עמוד ראשי|329|7660
קורוב|236|7660
נובליום|130|7668
בנגי|139|7685
לורדי|140|7700
"אופ""ק"|127|7719
סלניום|145|7746
יוהאן גוטנברג|151|7779
מיתולוגיה|148|7813
ארובה (טריטוריה)|161|7823
ברד|117|7833
אנרי מאטיס|142|7846
אופנה|114|7846
ואסקו דה גאמה|159|7859
קלגרי|117|7859
מלבן|116|7885
מפלגה|136|7887
טכנציום|138|7902
שלזוויג-הולשטיין|141|7914
פרי|172|7925
ביוכימיה|127|7937
טוסקנה|130|7938
אנגווילה|133|7941
ונדיום|146|7958
טונגסטן|143|7958
ליל|133|7963
טיינג'ין|125|7982
מונגולית|124|7986
סאוטה|129|8004
ולנסיה|137|8018
אודישה|123|8028
רדיום|146|8030
גזר|118|8033
טולוז|141|8048
רפובליקה|177|8051
צ'ונגצ'ינג|120|8052
חבל הבסקים|123|8059
כתיבה|133|8086
הנדסה|159|8088
תקופת האבן|154|8090
מדיירה|118|8092
קרנאטקה|122|8096
זרם חשמלי|121|8098
תחילת שנה חדשה|125|8130
אוקלנד (ניו זילנד)|124|8146
כוח (פיזיקה)|145|8157
מרטיניק|146|8160
מנגן|150|8202
סנטיאגו דה קומפוסטלה|129|8208
אלמטי|127|8218
מדד הפיתוח האנושי|120|8221
סרבית|144|8223
מולקולה|152|8228
גורילה|118|8229
סופוקלס|140|8238
אנדורה לה ולה|162|8262
דאר א-סלאם|118|8266
כרום|151|8279
צריום|133|8343
מונסורו|147|8345
אינדירה גנדי|125|8349
צבועיים|122|8356
גיאנה הצרפתית|170|8376
עיתונאות|121|8390
תרד|120|8397
ג'ודי גרלנד|122|8420
רפובליקת סאחה-יקוטיה|122|8436
השועל והכלבלב|121|8444
קרני רנטגן|117|8446
איינשטייניום|131|8460
חילוק|115|8475
לימון|157|8493
אגס|125|8500
אבן ח'לדון|124|8504
גואם|151|8510
נייפידאו|130|8563
טשקנט|158|8567
פרנסיסקו דה גויה|151|8603
סכר|129|8609
אדמונד הילרי|118|8610
קילימנג'רו|156|8624
מנילה|169|8661
נורדריין-וסטפאליה|148|8661
קלבריה|132|8670
מיינץ|121|8673
שחרור|116|8674
שנייה|154|8684
ברמודה|150|8689
אלבקרקי|116|8707
קורדובה (ספרד)|115|8723
ניב (סיווג שפה)|129|8748
טאג' מהאל|157|8750
אוגאנסון|122|8753
אגם טיטיקקה|114|8771
ג'יבוטי (עיר)|125|8786
סרטנים קצרי בטן|125|8791
מטר|165|8807
המאה ה-9|132|8808
5 (מספר)|154|8822
חולדה|123|8822
לוטרה אירופית|118|8823
מגדבורג|118|8824
משמש|118|8831
קמפלה|148|8834
ראוניון|147|8840
תדירות|119|8851
בריליום|166|8862
נונאווט|120|8867
מספר|180|8879
אולנד|137|8887
הברית הישנה|145|8893
ניו ברנזוויק|116|8902
פונטיקה|116|8930
לומברדיה|130|8951
19 ביולי|190|8976
קיריבטי|203|8979
ברמן|133|8992
צעצוע|121|9003
לבן|160|9039
אנה נטרבקו|160|9048
ויקיפדיה האנגלית|119|9054
שלום|146|9058
פוליתאיזם|115|9062
קובלט|150|9082
ורד|146|9082
כלור|162|9095
סוקרה|122|9106
קלינינגרד (מחוז)|119|9107
רואלד אמונדסן|151|9153
חום (תסמין)|119|9168
דלהי|162|9171
גאורגית|143|9171
שטח|158|9189
מנגואה|129|9198
3 ביולי|189|9210
בורג' ח'ליפה|121|9211
אמריקה הדרומית|250|9231
פירמידה (מבנה)|124|9232
אלפרד נובל|150|9233
שטוטגרט|143|9236
ניאון|167|9239
ירוואן|179|9250
שפות רומאניות|145|9266
שפה רשמית|158|9268
נגיף קורונה|120|9272
טמפרטורה|142|9281
קדמיום|145|9296
הלוח המוסלמי|122|9301
גאומטריה|174|9303
כלביים|115|9335
בזאנסון|115|9340
סן אנטוניו|125|9341
ריאד|152|9346
עמוד השדרה|115|9358
אל-מדינה|130|9389
קילוגרם|142|9391
גדוליניום|130|9393
קולומבוס (אוהיו)|134|9397
בסהאנטר|199|9404
ריק|120|9424
מזון|177|9428
בדיל|168|9441
עז הבית|178|9450
אנדרה פרדש|126|9464
קונאקרי|136|9487
טוקלאו|124|9489
מהאראשטרה|126|9492
אבו דאבי|151|9496
ריין|159|9498
סנטו דומינגו|120|9502
אמריקה הצפונית|251|9506
דמיטרי מנדלייב|144|9527
פנמה סיטי|126|9539
אוקספורד|125|9541
אסיה הקטנה|137|9558
שתן|121|9563
בשקורטוסטן|126|9571
אוטר פרדש|120|9577
26 ביוני|188|9582
אולבני|114|9588
קונגו (נהר)|146|9599
פרדיננד מרקוס|129|9611
ממשלה|162|9622
צפיפות אוכלוסייה|131|9622
קוריאנית|170|9631
ביוגרפיה|124|9639
רפאל קוראה|155|9640
אוקטב מירבו|143|9652
פרימטים|123|9665
בשורות|130|9672
אקלים|153|9673
תעלת מים|120|9674
אננס|129|9678
הכנסייה הקתולית|166|9685
שרה ברנאר|154|9686
יוניים|157|9690
רכיכות|119|9705
אזרית|168|9726
גואה|124|9727
סבון|130|9732
מונטגומרי (אלבמה)|125|9747
סנסקריט|176|9750
אזור זמן|170|9753
רבייה|120|9773
קאבול|170|9779
אגם ויקטוריה|139|9786
שועל מצוי|143|9802
ואל ד'אוסטה|116|9803
שיבולת-שועל|133|9829
אראגון|127|9847
איי ג'ורג'יה הדרומית ואיי סנדוויץ' הדרומיים|116|9854
ברום|144|9868
אוקראינית|173|9875
ג'ון מיינרד קיינס|124|9889
שיטפון|141|9907
ימת באיקל|150|9910
זברה|145|9926
בלומפונטיין|123|9972
חיפושיות|117|9982
הימלאיה|177|10003
גבון|232|10008
תוריום|135|10009
לוח שנה|175|10014
דה מוין|122|10017
הונולולו|158|10020
קרח|147|10021
סנט לוסיה|195|10024
צפיפות החומר|115|10039
אורניום|161|10043
מטוס|170|10071
זארבריקן|116|10076
מכרסמים|133|10088
טגוסיגלפה|129|10093
ג'דה|128|10101
נוק|123|10122
באן קי-מון|121|10129
טובאלו|201|10131
אף|164|10139
המאה ה-1|134|10143
ג'קסון (מיסיסיפי)|119|10158
אוסקה|152|10162
גוג'ראט|131|10163
ולרי לאונטייב|129|10169
מלייה|122|10172
סמרה|117|10173
אייל קורא|117|10182
האזור הארקטי|122|10188
ביהר|122|10188
אינסברוק|123|10196
רותניום|136|10198
מוליבדן|139|10223
נאנט|127|10249
ליון|156|10285
אוסטרליה הדרומית|123|10298
דקדוק|164|10302
23 ביוני|188|10307
גרעין האטום|116|10333
שחור|166|10339
19 ביוני|189|10345
אלג'יר|167|10361
קרלה|125|10382
ההכרזה לכל באי עולם בדבר זכויות האדם|160|10393
אדיס אבבה|159|10393
וילהלם רנטגן|132|10399
23 באוקטובר|190|10403
ים יפן|118|10410
אבק שרפה|118|10412
קוקוס|140|10425
5 ביוני|188|10427
תוף|121|10443
איי קוק|145|10449
טנטלום|138|10449
יממה|210|10458
ראמה התשיעי, מלך תאילנד|132|10470
היידראבאד|119|10528
כנסייה|146|10533
ויקי|143|10540
16 בספטמבר|189|10541
27 במאי|187|10550
סקרמנטו|147|10555
פרת'|141|10559
מהירות|122|10562
תקופת הברונזה|143|10566
בורדו|147|10572
27 באפריל|192|10573
בית מגורים|186|10585
לב|191|10598
אדלייד|131|10611
ירוק|164|10625
נייטרון|135|10626
פלאו|206|10632
כוכב לכת ננסי|119|10651
דודומה|136|10682
וינדהוק|146|10694
צ'ין שה-חואנג, קיסר סין|172|10695
5 ביולי|189|10696
דמויי כריש|143|10708
צ'נאי|126|10712
עיפרון|127|10716
תירס|202|10755
האוקיינוס האטלנטי|235|10762
סנט וינסנט והגרנדינים|186|10780
יוהנסבורג|145|10788
פיונגיאנג|157|10798
אסונסיון|146|10820
חודש|215|10824
ניו סאות' ויילס|129|10825
סימון בוליבר|145|10827
פרוטון|147|10841
עיט|134|10845
טורקו|116|10849
ביצה|134|10868
קזבלנקה|119|10872
ברנדנבורג|148|10875
סמרקנד|117|10879
קו המשווה|142|10883
אי|188|10893
מרים, אם ישו|143|10912
ארגון הסחר העולמי|128|10922
ניירובי|184|10943
3 בדצמבר|187|10949
ארנסט רתרפורד|129|10952
בויסי|122|10964
אריס (כוכב לכת ננסי)|115|10965
צפון|159|10976
פיטסבורג|115|10976
אלפבית|174|11013
אלבנית|146|11018
שנה|216|11036
המפרץ הפרסי|127|11057
קורסיקה|148|11060
גיירמו לאסו|164|11079
יוונית|212|11086
21 באפריל|193|11087
קראצ'י|166|11092
פרפרים|118|11119
כספית|166|11142
וליקו טרנובו|188|11147
מלאך|117|11175
ג'נובה|137|11179
20 באוקטובר|193|11187
ירק|173|11195
4 ביוני|190|11198
30 ביוני|191|11221
גרזן|135|11221
ידע|138|11225
פיר|115|11231
לטבית|138|11236
איזמיר|129|11241
טונגה|202|11257
22 באוקטובר|193|11263
אסטרואיד|152|11290
אוטראקהאנד|114|11291
מונפלייה|120|11309
מלפפון|161|11317
4 (מספר)|155|11331
9 באוגוסט|190|11354
שעורה תרבותית|156|11360
3 במאי|188|11373
דיסלדורף|141|11376
גאורג פרידריך הנדל|127|11404
שד (איבר)|142|11409
ארמנית|151|11438
מספר רציונלי|115|11450
מונטווידאו|165|11473
פרת|124|11493
אינדיאנפוליס|137|11494
אשוקה|146|11497
19 בדצמבר|189|11516
22 באוגוסט|186|11517
22 בספטמבר|190|11531
28 ביוני|188|11532
הירושימה|128|11537
בסקית|144|11566
בריאות|156|11568
סטטיסטיקה|146|11592
חציל|150|11595
11 באוגוסט|187|11600
פלואור|162|11603
כאב ראש|120|11614
דם|188|11616
World Wide Web|140|11617
דויד הילברט|121|11622
כותנה|143|11623
לוסקה|141|11625
אסטרחן|115|11631
העולם|117|11632
שון קונרי|123|11642
הנובר|141|11652
30 באוקטובר|190|11657
7 ביוני|188|11659
כחול|157|11680
מערב בנגל|126|11682
27 ביוני|189|11690
17 בספטמבר|193|11696
24 בספטמבר|188|11707
18 בספטמבר|191|11710
כבד|171|11719
22 ביולי|189|11734
פרטוריה|154|11759
אמריקה|227|11760
פחמן|200|11760
הומרוס|183|11762
0 (מספר)|147|11763
12 בספטמבר|190|11770
חנקן|185|11790
חמור הבית|154|11791
מחרשה|125|11793
בלפסט|129|11799
נייר|161|11807
חצי האי ערב|126|11809
לואנדה|151|11814
אוטרכט|118|11820
המאה ה-10|134|11828
17 בדצמבר|192|11834
גדנסק|139|11847
ג'קי צ'אן|137|11847
באקו|203|11867
קרנפיים|136|11884
לאגוס|151|11912
27 בפברואר|200|11953
3 (מספר)|162|11957
ליטאית|151|11957
דאקה|184|11973
11 במאי|186|11987
אלפבית קירילי|155|11987
ונואטו|203|11990
קמח|128|11990
ג'יימס קלרק מקסוול|123|11996
ימת אראל|118|12001
3 באוקטובר|191|12009
קרסנודאר|118|12009
17 באפריל|193|12010
ולשית|137|12010
11 באוקטובר|190|12026
צ'כית|168|12034
ג'רזי|123|12038
אירואסיה|163|12041
קישינב|159|12041
אתר אינטרנט|131|12045
8 ביולי|190|12047
מדעי כדור הארץ|118|12048
אנטיגואה וברבודה|219|12064
אורן|126|12067
טאמיל נאדו|127|12071
סאו טומה ופרינסיפה|213|12077
2 ביוני|186|12082
האנוי|163|12112
22 באפריל|192|12129
יוקוהמה|136|12141
קולקטה|162|12152
הדובה הגדולה|117|12154
10 באפריל|193|12167
6 בנובמבר|194|12178
קוריטיבה|240|12179
מייקל פאראדיי|142|12183
ליובליאנה|162|12206
קרס (כוכב לכת ננסי)|130|12208
זרחן|161|12210
29 ביוני|189|12224
גרנזי|121|12233
10 באוגוסט|189|12235
IMDb|123|12235
רייקיאוויק|176|12240
12 ביולי|189|12247
יום שישי|229|12282
30 ביולי|193|12288
קווינסלנד|132|12295
תרבות|198|12302
מלאית|126|12329
21 בנובמבר|189|12331
4 בספטמבר|191|12332
29 בדצמבר|191|12340
"מדינות לפי אוכלוסייה, שטח, צפיפות, תמ""ג ופיתוח אנושי"|118|12345
האיים הבלאריים|132|12353
אינגמר ברגמן|126|12374
בארי (עיר)|118|12374
אוסטרליה המערבית|119|12378
אסטנה|179|12391
סנט הלנה|122|12407
20 בספטמבר|188|12411
1582|144|12419
קונספסיון|214|12420
11 במרץ|194|12420
ואליס ופוטונה|121|12427
שפות גרמאניות|136|12432
מפל מים|129|12438
17 באוקטובר|192|12440
